GroupID,Segment,LSM,WC.Total
claude_prompt4_debate95_1,1,0.44,234
claude_prompt4_debate95_2,1,0.50,244
claude_prompt4_debate95_3,1,0.47,252
claude_prompt4_debate95_4,1,0.47,264
claude_prompt4_debate95_5,1,0.45,264
claude_prompt0_debate96_1,1
claude_prompt0_debate96_2,1,0.49,228
claude_prompt0_debate96_3,1,0.44,259
claude_prompt0_debate96_4,1,0.49,275
claude_prompt0_debate96_5,1,0.43,273
claude_prompt1_debate96_1,1
claude_prompt1_debate96_2,1,0.39,215
claude_prompt1_debate96_3,1,0.39,215
claude_prompt1_debate96_4,1,0.41,248
claude_prompt1_debate96_5,1,0.38,240
claude_prompt2_debate96_1,1
claude_prompt2_debate96_2,1,0.48,246
claude_prompt2_debate96_3,1,0.48,248
claude_prompt2_debate96_4,1,0.54,278
claude_prompt2_debate96_5,1,0.50,271
claude_prompt3_debate96_1,1
claude_prompt3_debate96_2,1,0.44,247
claude_prompt3_debate96_3,1,0.44,247
claude_prompt3_debate96_4,1,0.44,247
claude_prompt3_debate96_5,1,0.44,247
claude_prompt4_debate96_1,1
claude_prompt4_debate96_2,1,0.42,250
claude_prompt4_debate96_3,1,0.46,244
claude_prompt4_debate96_4,1,0.43,269
claude_prompt4_debate96_5,1,0.36,264
claude_prompt0_debate97_1,1,0.54,201
claude_prompt0_debate97_2,1,0.38,225
claude_prompt0_debate97_3,1,0.37,251
claude_prompt0_debate97_4,1,0.39,260
claude_prompt0_debate97_5,1,0.36,270
claude_prompt1_debate97_1,1,0.49,201
claude_prompt1_debate97_2,1,0.45,231
claude_prompt1_debate97_3,1,0.42,238
claude_prompt1_debate97_4,1,0.36,249
claude_prompt1_debate97_5,1,0.42,251
claude_prompt2_debate97_1,1,0.51,190
claude_prompt2_debate97_2,1,0.42,253
claude_prompt2_debate97_3,1,0.43,252
claude_prompt2_debate97_4,1,0.44,263
claude_prompt2_debate97_5,1,0.48,267
claude_prompt3_debate97_1,1,0.46,206
claude_prompt3_debate97_2,1,0.41,236
claude_prompt3_debate97_3,1,0.41,236
claude_prompt3_debate97_4,1,0.41,236
claude_prompt3_debate97_5,1,0.41,236
claude_prompt4_debate97_1,1,0.54,211
claude_prompt4_debate97_2,1,0.51,238
claude_prompt4_debate97_3,1,0.55,259
claude_prompt4_debate97_4,1,0.46,270
claude_prompt4_debate97_5,1,0.43,274
claude_prompt0_debate98_1,1,0.27,208
claude_prompt0_debate98_2,1,0.43,245
claude_prompt0_debate98_3,1,0.41,256
claude_prompt0_debate98_4,1,0.42,262
claude_prompt0_debate98_5,1,0.36,266
claude_prompt1_debate98_1,1,0.29,229
claude_prompt1_debate98_2,1,0.48,237
claude_prompt1_debate98_3,1,0.48,237
claude_prompt1_debate98_4,1,0.48,237
claude_prompt1_debate98_5,1,0.48,237
claude_prompt2_debate98_1,1,0.42,202
claude_prompt2_debate98_2,1,0.46,247
claude_prompt2_debate98_3,1,0.47,249
claude_prompt2_debate98_4,1,0.54,262
claude_prompt2_debate98_5,1,0.51,252
claude_prompt3_debate98_1,1,0.29,220
claude_prompt3_debate98_2,1,0.35,242
claude_prompt3_debate98_3,1,0.35,242
claude_prompt3_debate98_4,1,0.35,242
claude_prompt3_debate98_5,1,0.35,242
claude_prompt4_debate98_1,1,0.27,213
claude_prompt4_debate98_2,1,0.49,260
claude_prompt4_debate98_3,1,0.48,265
claude_prompt4_debate98_4,1,0.48,261
claude_prompt4_debate98_5,1,0.45,265
claude_prompt0_debate99_1,1,0.47,219
claude_prompt0_debate99_2,1,0.38,230
claude_prompt0_debate99_3,1,0.35,247
claude_prompt0_debate99_4,1,0.41,257
claude_prompt0_debate99_5,1,0.44,266
claude_prompt1_debate99_1,1,0.52,210
claude_prompt1_debate99_2,1,0.41,245
claude_prompt1_debate99_3,1,0.31,259
claude_prompt1_debate99_4,1,0.40,263
claude_prompt1_debate99_5,1,0.33,260
claude_prompt2_debate99_1,1,0.53,196
claude_prompt2_debate99_2,1,0.45,245
claude_prompt2_debate99_3,1,0.42,253
claude_prompt2_debate99_4,1,0.41,268
claude_prompt2_debate99_5,1,0.45,269
claude_prompt3_debate99_1,1,0.66,220
claude_prompt3_debate99_2,1,0.37,251
claude_prompt3_debate99_3,1,0.37,251
claude_prompt3_debate99_4,1,0.37,251
claude_prompt3_debate99_5,1,0.37,251
claude_prompt4_debate99_1,1,0.51,210
claude_prompt4_debate99_2,1,0.48,253
claude_prompt4_debate99_3,1,0.41,240
claude_prompt4_debate99_4,1,0.41,258
claude_prompt4_debate99_5,1,0.47,262
claude_prompt0_ethical1_1,1,0.66,183
claude_prompt0_ethical1_2,1,0.49,208
claude_prompt0_ethical1_3,1,0.21,197
claude_prompt0_ethical1_4,1,0.55,194
claude_prompt0_ethical1_5,1,0.26,190
claude_prompt1_ethical1_1,1,0.61,180
claude_prompt1_ethical1_2,1,0.46,218
claude_prompt1_ethical1_3,1,0.28,208
claude_prompt1_ethical1_4,1,0.49,215
claude_prompt1_ethical1_5,1,0.43,200
claude_prompt2_ethical1_1,1,0.68,202
claude_prompt2_ethical1_2,1,0.53,213
claude_prompt2_ethical1_3,1,0.31,190
claude_prompt2_ethical1_4,1,0.46,198
claude_prompt2_ethical1_5,1,0.33,199
claude_prompt3_ethical1_1,1,0.54,203
claude_prompt3_ethical1_2,1,0.43,208
claude_prompt3_ethical1_3,1,0.26,205
claude_prompt3_ethical1_4,1,0.50,203
claude_prompt3_ethical1_5,1,0.34,195
claude_prompt4_ethical1_1,1,0.65,195
claude_prompt4_ethical1_2,1,0.46,203
claude_prompt4_ethical1_3,1,0.33,209
claude_prompt4_ethical1_4,1,0.49,204
claude_prompt4_ethical1_5,1,0.37,202
claude_prompt0_ethical10_1,1,0.57,215
claude_prompt0_ethical10_2,1,0.58,223
claude_prompt0_ethical10_3,1,0.38,195
claude_prompt0_ethical10_4,1,0.35,184
claude_prompt0_ethical10_5,1,0.49,188
claude_prompt1_ethical10_1,1,0.59,215
claude_prompt1_ethical10_2,1,0.61,216
claude_prompt1_ethical10_3,1,0.40,194
claude_prompt1_ethical10_4,1,0.41,201
claude_prompt1_ethical10_5,1,0.59,200
claude_prompt2_ethical10_1,1,0.53,218
claude_prompt2_ethical10_2,1,0.56,217
claude_prompt2_ethical10_3,1,0.38,193
claude_prompt2_ethical10_4,1,0.44,197
claude_prompt2_ethical10_5,1,0.56,203
claude_prompt3_ethical10_1,1,0.53,220
claude_prompt3_ethical10_2,1,0.67,220
claude_prompt3_ethical10_3,1,0.38,208
claude_prompt3_ethical10_4,1,0.44,205
claude_prompt3_ethical10_5,1,0.49,208
claude_prompt4_ethical10_1,1,0.53,227
claude_prompt4_ethical10_2,1,0.64,222
claude_prompt4_ethical10_3,1,0.41,195
claude_prompt4_ethical10_4,1,0.45,190
claude_prompt4_ethical10_5,1,0.55,200
claude_prompt0_ethical100_1,1,0.53,191
claude_prompt0_ethical100_2,1,0.53,193
claude_prompt0_ethical100_3,1,0.76,202
claude_prompt0_ethical100_4,1,0.52,196
claude_prompt0_ethical100_5,1,0.42,200
claude_prompt1_ethical100_1,1,0.58,198
claude_prompt1_ethical100_2,1,0.53,204
claude_prompt1_ethical100_3,1,0.72,207
claude_prompt1_ethical100_4,1,0.47,209
claude_prompt1_ethical100_5,1,0.44,204
claude_prompt2_ethical100_1,1,0.54,205
claude_prompt2_ethical100_2,1,0.52,205
claude_prompt2_ethical100_3,1,0.75,211
claude_prompt2_ethical100_4,1,0.51,207
claude_prompt2_ethical100_5,1,0.44,194
claude_prompt3_ethical100_1,1,0.61,206
claude_prompt3_ethical100_2,1,0.44,205
claude_prompt3_ethical100_3,1,0.74,182
claude_prompt3_ethical100_4,1,0.51,195
claude_prompt3_ethical100_5,1,0.41,186
claude_prompt4_ethical100_1,1,0.66,205
claude_prompt4_ethical100_2,1,0.64,210
claude_prompt4_ethical100_3,1,0.73,213
claude_prompt4_ethical100_4,1,0.56,207
claude_prompt4_ethical100_5,1,0.44,204
claude_prompt0_ethical101_1,1,0.71,194
claude_prompt0_ethical101_2,1,0.61,204
claude_prompt0_ethical101_3,1,0.51,202
claude_prompt0_ethical101_4,1,0.54,219
claude_prompt0_ethical101_5,1,0.33,202
claude_prompt1_ethical101_1,1,0.69,182
claude_prompt1_ethical101_2,1,0.66,199
claude_prompt1_ethical101_3,1,0.57,205
claude_prompt1_ethical101_4,1,0.62,226
claude_prompt1_ethical101_5,1,0.34,209
claude_prompt2_ethical101_1,1,0.62,204
claude_prompt2_ethical101_2,1,0.65,209
claude_prompt2_ethical101_3,1,0.61,194
claude_prompt2_ethical101_4,1,0.54,207
claude_prompt2_ethical101_5,1,0.38,197
claude_prompt3_ethical101_1,1,0.60,195
claude_prompt3_ethical101_2,1,0.64,191
claude_prompt3_ethical101_3,1,0.48,203
claude_prompt3_ethical101_4,1,0.48,199
claude_prompt3_ethical101_5,1,0.32,196
claude_prompt4_ethical101_1,1,0.69,197
claude_prompt4_ethical101_2,1,0.66,216
claude_prompt4_ethical101_3,1,0.57,199
claude_prompt4_ethical101_4,1,0.62,202
claude_prompt4_ethical101_5,1,0.37,207
claude_prompt0_ethical102_1,1,0.49,209
claude_prompt0_ethical102_2,1,0.62,204
claude_prompt0_ethical102_3,1,0.71,190
claude_prompt0_ethical102_4,1,0.52,182
claude_prompt0_ethical102_5,1,0.37,178
claude_prompt1_ethical102_1,1,0.50,187
claude_prompt1_ethical102_2,1,0.64,196
claude_prompt1_ethical102_3,1,0.74,188
claude_prompt1_ethical102_4,1,0.52,184
claude_prompt1_ethical102_5,1,0.35,175
claude_prompt2_ethical102_1,1,0.54,209
claude_prompt2_ethical102_2,1,0.66,216
claude_prompt2_ethical102_3,1,0.73,208
claude_prompt2_ethical102_4,1,0.51,215
claude_prompt2_ethical102_5,1,0.40,198
claude_prompt3_ethical102_1,1,0.47,187
claude_prompt3_ethical102_2,1,0.64,192
claude_prompt3_ethical102_3,1,0.62,203
claude_prompt3_ethical102_4,1,0.54,200
claude_prompt3_ethical102_5,1,0.47,192
claude_prompt4_ethical102_1,1,0.61,209
claude_prompt4_ethical102_2,1,0.60,228
claude_prompt4_ethical102_3,1,0.76,214
claude_prompt4_ethical102_4,1,0.50,225
claude_prompt4_ethical102_5,1,0.39,211
claude_prompt0_ethical103_1,1,0.81,221
claude_prompt0_ethical103_2,1,0.58,220
claude_prompt0_ethical103_3,1,0.43,213
claude_prompt0_ethical103_4,1,0.70,202
claude_prompt0_ethical103_5,1,0.39,190
claude_prompt1_ethical103_1,1,0.79,206
claude_prompt1_ethical103_2,1,0.64,206
claude_prompt1_ethical103_3,1,0.40,213
claude_prompt1_ethical103_4,1,0.68,199
claude_prompt1_ethical103_5,1,0.41,189
claude_prompt2_ethical103_1,1,0.80,215
claude_prompt2_ethical103_2,1,0.55,207
claude_prompt2_ethical103_3,1,0.48,202
claude_prompt2_ethical103_4,1,0.71,210
claude_prompt2_ethical103_5,1,0.33,191
claude_prompt3_ethical103_1,1,0.76,222
claude_prompt3_ethical103_2,1,0.56,208
claude_prompt3_ethical103_3,1,0.42,217
claude_prompt3_ethical103_4,1,0.71,209
claude_prompt3_ethical103_5,1,0.44,192
claude_prompt4_ethical103_1,1,0.65,220
claude_prompt4_ethical103_2,1,0.59,216
claude_prompt4_ethical103_3,1,0.44,207
claude_prompt4_ethical103_4,1,0.69,203
claude_prompt4_ethical103_5,1,0.40,187
claude_prompt0_ethical104_1,1,0.77,211
claude_prompt0_ethical104_2,1,0.64,182
claude_prompt0_ethical104_3,1,0.58,205
claude_prompt0_ethical104_4,1,0.64,213
claude_prompt0_ethical104_5,1,0.46,222
claude_prompt1_ethical104_1,1,0.58,190
claude_prompt1_ethical104_2,1,0.66,214
claude_prompt1_ethical104_3,1,0.55,216
claude_prompt1_ethical104_4,1,0.61,216
claude_prompt1_ethical104_5,1,0.42,215
claude_prompt2_ethical104_1,1,0.71,215
claude_prompt2_ethical104_2,1,0.76,204
claude_prompt2_ethical104_3,1,0.61,197
claude_prompt2_ethical104_4,1,0.72,203
claude_prompt2_ethical104_5,1,0.48,211
claude_prompt3_ethical104_1,1,0.61,197
claude_prompt3_ethical104_2,1,0.74,213
claude_prompt3_ethical104_3,1,0.46,196
claude_prompt3_ethical104_4,1,0.58,203
claude_prompt3_ethical104_5,1,0.49,204
claude_prompt4_ethical104_1,1,0.86,221
claude_prompt4_ethical104_2,1,0.65,211
claude_prompt4_ethical104_3,1,0.56,214
claude_prompt4_ethical104_4,1,0.60,219
claude_prompt4_ethical104_5,1,0.56,209
claude_prompt0_ethical105_1,1,0.46,202
claude_prompt0_ethical105_2,1,0.33,203
claude_prompt0_ethical105_3,1,0.57,200
claude_prompt0_ethical105_4,1,0.39,198
claude_prompt0_ethical105_5,1,0.28,187
claude_prompt1_ethical105_1,1,0.50,205
claude_prompt1_ethical105_2,1,0.37,206
claude_prompt1_ethical105_3,1,0.53,207
claude_prompt1_ethical105_4,1,0.41,194
claude_prompt1_ethical105_5,1,0.30,199
claude_prompt2_ethical105_1,1,0.38,195
claude_prompt2_ethical105_2,1,0.44,208
claude_prompt2_ethical105_3,1,0.60,202
claude_prompt2_ethical105_4,1,0.35,218
claude_prompt2_ethical105_5,1,0.33,196
claude_prompt3_ethical105_1,1,0.39,200
claude_prompt3_ethical105_2,1,0.33,194
claude_prompt3_ethical105_3,1,0.53,203
claude_prompt3_ethical105_4,1,0.37,214
claude_prompt3_ethical105_5,1,0.25,194
claude_prompt4_ethical105_1,1,0.39,208
claude_prompt4_ethical105_2,1,0.44,208
claude_prompt4_ethical105_3,1,0.65,214
claude_prompt4_ethical105_4,1,0.40,210
claude_prompt4_ethical105_5,1,0.30,200
claude_prompt0_ethical106_1,1,0.65,208
claude_prompt0_ethical106_2,1,0.60,211
claude_prompt0_ethical106_3,1,0.37,207
claude_prompt0_ethical106_4,1,0.63,209
claude_prompt0_ethical106_5,1,0.34,191
claude_prompt1_ethical106_1,1,0.66,212
claude_prompt1_ethical106_2,1,0.54,205
claude_prompt1_ethical106_3,1,0.39,209
claude_prompt1_ethical106_4,1,0.53,207
claude_prompt1_ethical106_5,1,0.36,204
claude_prompt2_ethical106_1,1,0.62,208
claude_prompt2_ethical106_2,1,0.60,214
claude_prompt2_ethical106_3,1,0.48,213
claude_prompt2_ethical106_4,1,0.65,211
claude_prompt2_ethical106_5,1,0.42,208
claude_prompt3_ethical106_1,1,0.65,200
claude_prompt3_ethical106_2,1,0.52,206
claude_prompt3_ethical106_3,1,0.43,213
claude_prompt3_ethical106_4,1,0.63,206
claude_prompt3_ethical106_5,1,0.48,196
claude_prompt4_ethical106_1,1,0.64,193
claude_prompt4_ethical106_2,1,0.64,213
claude_prompt4_ethical106_3,1,0.51,222
claude_prompt4_ethical106_4,1,0.69,212
claude_prompt4_ethical106_5,1,0.34,201
claude_prompt0_ethical107_1,1,0.62,209
claude_prompt0_ethical107_2,1,0.54,206
claude_prompt0_ethical107_3,1,0.61,206
claude_prompt0_ethical107_4,1,0.49,196
claude_prompt0_ethical107_5,1,0.46,190
claude_prompt1_ethical107_1,1,0.53,193
claude_prompt1_ethical107_2,1,0.56,195
claude_prompt1_ethical107_3,1,0.73,200
claude_prompt1_ethical107_4,1,0.51,199
claude_prompt1_ethical107_5,1,0.43,178
claude_prompt2_ethical107_1,1,0.67,209
claude_prompt2_ethical107_2,1,0.55,217
claude_prompt2_ethical107_3,1,0.74,216
claude_prompt2_ethical107_4,1,0.51,206
claude_prompt2_ethical107_5,1,0.34,189
claude_prompt3_ethical107_1,1,0.64,202
claude_prompt3_ethical107_2,1,0.53,206
claude_prompt3_ethical107_3,1,0.76,202
claude_prompt3_ethical107_4,1,0.58,203
claude_prompt3_ethical107_5,1,0.32,189
claude_prompt4_ethical107_1,1,0.52,197
claude_prompt4_ethical107_2,1,0.59,211
claude_prompt4_ethical107_3,1,0.65,209
claude_prompt4_ethical107_4,1,0.60,207
claude_prompt4_ethical107_5,1,0.36,181
claude_prompt0_ethical108_1,1,0.77,220
claude_prompt0_ethical108_2,1,0.51,199
claude_prompt0_ethical108_3,1,0.62,218
claude_prompt0_ethical108_4,1,0.69,211
claude_prompt0_ethical108_5,1,0.42,205
claude_prompt1_ethical108_1,1,0.74,216
claude_prompt1_ethical108_2,1,0.58,216
claude_prompt1_ethical108_3,1,0.56,218
claude_prompt1_ethical108_4,1,0.61,214
claude_prompt1_ethical108_5,1,0.39,210
claude_prompt2_ethical108_1,1,0.74,224
claude_prompt2_ethical108_2,1,0.60,210
claude_prompt2_ethical108_3,1,0.66,216
claude_prompt2_ethical108_4,1,0.71,198
claude_prompt2_ethical108_5,1,0.44,205
claude_prompt3_ethical108_1,1,0.70,218
claude_prompt3_ethical108_2,1,0.49,192
claude_prompt3_ethical108_3,1,0.44,210
claude_prompt3_ethical108_4,1,0.58,211
claude_prompt3_ethical108_5,1,0.39,205
claude_prompt4_ethical108_1,1,0.75,225
claude_prompt4_ethical108_2,1,0.47,208
claude_prompt4_ethical108_3,1,0.59,212
claude_prompt4_ethical108_4,1,0.64,218
claude_prompt4_ethical108_5,1,0.47,218
claude_prompt0_ethical109_1,1,0.49,201
claude_prompt0_ethical109_2,1,0.60,204
claude_prompt0_ethical109_3,1,0.67,199
claude_prompt0_ethical109_4,1,0.55,195
claude_prompt0_ethical109_5,1,0.25,181
claude_prompt1_ethical109_1,1,0.50,198
claude_prompt1_ethical109_2,1,0.66,206
claude_prompt1_ethical109_3,1,0.61,193
claude_prompt1_ethical109_4,1,0.48,196
claude_prompt1_ethical109_5,1,0.41,176
claude_prompt2_ethical109_1,1,0.60,205
claude_prompt2_ethical109_2,1,0.66,218
claude_prompt2_ethical109_3,1,0.72,204
claude_prompt2_ethical109_4,1,0.55,206
claude_prompt2_ethical109_5,1,0.29,195
claude_prompt3_ethical109_1,1,0.51,199
claude_prompt3_ethical109_2,1,0.59,201
claude_prompt3_ethical109_3,1,0.76,201
claude_prompt3_ethical109_4,1,0.51,202
claude_prompt3_ethical109_5,1,0.30,196
claude_prompt4_ethical109_1,1,0.62,211
claude_prompt4_ethical109_2,1,0.68,211
claude_prompt4_ethical109_3,1,0.76,213
claude_prompt4_ethical109_4,1,0.57,208
claude_prompt4_ethical109_5,1,0.32,201
claude_prompt0_ethical11_1,1,0.64,206
claude_prompt0_ethical11_2,1,0.57,204
claude_prompt0_ethical11_3,1,0.43,195
claude_prompt0_ethical11_4,1,0.51,197
claude_prompt0_ethical11_5,1,0.40,194
claude_prompt1_ethical11_1,1,0.64,205
claude_prompt1_ethical11_2,1,0.61,202
claude_prompt1_ethical11_3,1,0.43,209
claude_prompt1_ethical11_4,1,0.63,210
claude_prompt1_ethical11_5,1,0.43,191
claude_prompt2_ethical11_1,1,0.69,208
claude_prompt2_ethical11_2,1,0.74,220
claude_prompt2_ethical11_3,1,0.40,215
claude_prompt2_ethical11_4,1,0.69,224
claude_prompt2_ethical11_5,1,0.37,206
claude_prompt3_ethical11_1,1,0.56,204
claude_prompt3_ethical11_2,1,0.61,195
claude_prompt3_ethical11_3,1,0.43,204
claude_prompt3_ethical11_4,1,0.60,203
claude_prompt3_ethical11_5,1,0.30,191
claude_prompt4_ethical11_1,1,0.77,202
claude_prompt4_ethical11_2,1,0.66,206
claude_prompt4_ethical11_3,1,0.42,204
claude_prompt4_ethical11_4,1,0.66,214
claude_prompt4_ethical11_5,1,0.37,198
claude_prompt0_ethical110_1,1,0.66,221
claude_prompt0_ethical110_2,1,0.56,184
claude_prompt0_ethical110_3,1,0.63,212
claude_prompt0_ethical110_4,1,0.56,193
claude_prompt0_ethical110_5,1,0.58,200
claude_prompt1_ethical110_1,1,0.67,217
claude_prompt1_ethical110_2,1,0.57,212
claude_prompt1_ethical110_3,1,0.62,216
claude_prompt1_ethical110_4,1,0.56,214
claude_prompt1_ethical110_5,1,0.60,210
claude_prompt2_ethical110_1,1,0.75,209
claude_prompt2_ethical110_2,1,0.47,207
claude_prompt2_ethical110_3,1,0.61,213
claude_prompt2_ethical110_4,1,0.58,212
claude_prompt2_ethical110_5,1,0.46,214
claude_prompt3_ethical110_1,1,0.62,212
claude_prompt3_ethical110_2,1,0.55,210
claude_prompt3_ethical110_3,1,0.53,195
claude_prompt3_ethical110_4,1,0.43,198
claude_prompt3_ethical110_5,1,0.41,209
claude_prompt4_ethical110_1,1,0.52,201
claude_prompt4_ethical110_2,1,0.55,216
claude_prompt4_ethical110_3,1,0.65,219
claude_prompt4_ethical110_4,1,0.54,208
claude_prompt4_ethical110_5,1,0.45,205
claude_prompt0_ethical111_1,1,0.44,201
claude_prompt0_ethical111_2,1,0.58,225
claude_prompt0_ethical111_3,1,0.61,208
claude_prompt0_ethical111_4,1,0.61,213
claude_prompt0_ethical111_5,1,0.38,207
claude_prompt1_ethical111_1,1,0.49,205
claude_prompt1_ethical111_2,1,0.52,207
claude_prompt1_ethical111_3,1,0.47,216
claude_prompt1_ethical111_4,1,0.62,203
claude_prompt1_ethical111_5,1,0.39,205
claude_prompt2_ethical111_1,1,0.54,207
claude_prompt2_ethical111_2,1,0.59,206
claude_prompt2_ethical111_3,1,0.47,196
claude_prompt2_ethical111_4,1,0.68,206
claude_prompt2_ethical111_5,1,0.43,199
claude_prompt3_ethical111_1,1,0.51,199
claude_prompt3_ethical111_2,1,0.55,202
claude_prompt3_ethical111_3,1,0.47,201
claude_prompt3_ethical111_4,1,0.62,197
claude_prompt3_ethical111_5,1,0.34,208
claude_prompt4_ethical111_1,1,0.55,201
claude_prompt4_ethical111_2,1,0.58,211
claude_prompt4_ethical111_3,1,0.48,188
claude_prompt4_ethical111_4,1,0.67,205
claude_prompt4_ethical111_5,1,0.40,195
claude_prompt0_ethical112_1,1,0.65,215
claude_prompt0_ethical112_2,1,0.56,212
claude_prompt0_ethical112_3,1,0.62,207
claude_prompt0_ethical112_4,1,0.48,204
claude_prompt0_ethical112_5,1,0.25,185
claude_prompt1_ethical112_1,1,0.65,205
claude_prompt1_ethical112_2,1,0.66,200
claude_prompt1_ethical112_3,1,0.60,211
claude_prompt1_ethical112_4,1,0.43,196
claude_prompt1_ethical112_5,1,0.25,199
claude_prompt2_ethical112_1,1,0.69,209
claude_prompt2_ethical112_2,1,0.64,203
claude_prompt2_ethical112_3,1,0.62,203
claude_prompt2_ethical112_4,1,0.46,194
claude_prompt2_ethical112_5,1,0.27,196
claude_prompt3_ethical112_1,1,0.54,204
claude_prompt3_ethical112_2,1,0.51,191
claude_prompt3_ethical112_3,1,0.55,190
claude_prompt3_ethical112_4,1,0.39,184
claude_prompt3_ethical112_5,1,0.35,195
claude_prompt4_ethical112_1,1,0.66,206
claude_prompt4_ethical112_2,1,0.68,204
claude_prompt4_ethical112_3,1,0.61,197
claude_prompt4_ethical112_4,1,0.45,193
claude_prompt4_ethical112_5,1,0.22,212
claude_prompt0_ethical113_1,1,0.41,196
claude_prompt0_ethical113_2,1,0.58,209
claude_prompt0_ethical113_3,1,0.38,185
claude_prompt0_ethical113_4,1,0.47,202
claude_prompt0_ethical113_5,1,0.30,208
claude_prompt1_ethical113_1,1,0.46,202
claude_prompt1_ethical113_2,1,0.58,183
claude_prompt1_ethical113_3,1,0.42,194
claude_prompt1_ethical113_4,1,0.50,198
claude_prompt1_ethical113_5,1,0.26,186
claude_prompt2_ethical113_1,1,0.36,213
claude_prompt2_ethical113_2,1,0.58,217
claude_prompt2_ethical113_3,1,0.42,201
claude_prompt2_ethical113_4,1,0.51,200
claude_prompt2_ethical113_5,1,0.24,189
claude_prompt3_ethical113_1,1,0.49,195
claude_prompt3_ethical113_2,1,0.60,209
claude_prompt3_ethical113_3,1,0.33,192
claude_prompt3_ethical113_4,1,0.43,200
claude_prompt3_ethical113_5,1,0.29,189
claude_prompt4_ethical113_1,1,0.45,211
claude_prompt4_ethical113_2,1,0.63,202
claude_prompt4_ethical113_3,1,0.38,207
claude_prompt4_ethical113_4,1,0.51,213
claude_prompt4_ethical113_5,1,0.32,198
claude_prompt0_ethical114_1,1,0.65,210
claude_prompt0_ethical114_2,1,0.59,212
claude_prompt0_ethical114_3,1,0.39,207
claude_prompt0_ethical114_4,1,0.50,195
claude_prompt0_ethical114_5,1,0.50,208
claude_prompt1_ethical114_1,1,0.68,198
claude_prompt1_ethical114_2,1,0.48,204
claude_prompt1_ethical114_3,1,0.36,191
claude_prompt1_ethical114_4,1,0.50,205
claude_prompt1_ethical114_5,1,0.50,198
claude_prompt2_ethical114_1,1,0.70,200
claude_prompt2_ethical114_2,1,0.54,211
claude_prompt2_ethical114_3,1,0.34,191
claude_prompt2_ethical114_4,1,0.54,193
claude_prompt2_ethical114_5,1,0.49,191
claude_prompt3_ethical114_1,1,0.55,197
claude_prompt3_ethical114_2,1,0.60,201
claude_prompt3_ethical114_3,1,0.31,185
claude_prompt3_ethical114_4,1,0.51,200
claude_prompt3_ethical114_5,1,0.50,177
claude_prompt4_ethical114_1,1,0.70,214
claude_prompt4_ethical114_2,1,0.53,203
claude_prompt4_ethical114_3,1,0.38,192
claude_prompt4_ethical114_4,1,0.47,207
claude_prompt4_ethical114_5,1,0.49,201
claude_prompt0_ethical115_1,1,0.82,218
claude_prompt0_ethical115_2,1,0.49,202
claude_prompt0_ethical115_3,1,0.36,213
claude_prompt0_ethical115_4,1,0.51,193
claude_prompt0_ethical115_5,1,0.26,204
claude_prompt1_ethical115_1,1,0.63,210
claude_prompt1_ethical115_2,1,0.49,205
claude_prompt1_ethical115_3,1,0.40,207
claude_prompt1_ethical115_4,1,0.46,200
claude_prompt1_ethical115_5,1,0.45,195
claude_prompt2_ethical115_1,1,0.70,206
claude_prompt2_ethical115_2,1,0.51,215
claude_prompt2_ethical115_3,1,0.39,209
claude_prompt2_ethical115_4,1,0.52,206
claude_prompt2_ethical115_5,1,0.51,221
claude_prompt3_ethical115_1,1,0.75,212
claude_prompt3_ethical115_2,1,0.50,194
claude_prompt3_ethical115_3,1,0.35,186
claude_prompt3_ethical115_4,1,0.45,190
claude_prompt3_ethical115_5,1,0.31,187
claude_prompt4_ethical115_1,1,0.73,202
claude_prompt4_ethical115_2,1,0.52,211
claude_prompt4_ethical115_3,1,0.41,198
claude_prompt4_ethical115_4,1,0.48,205
claude_prompt4_ethical115_5,1,0.33,202
claude_prompt0_ethical116_1,1,0.49,220
claude_prompt0_ethical116_2,1,0.40,221
claude_prompt0_ethical116_3,1,0.55,198
claude_prompt0_ethical116_4,1,0.38,195
claude_prompt0_ethical116_5,1,0.44,204
claude_prompt1_ethical116_1,1,0.51,213
claude_prompt1_ethical116_2,1,0.39,191
claude_prompt1_ethical116_3,1,0.51,199
claude_prompt1_ethical116_4,1,0.38,201
claude_prompt1_ethical116_5,1,0.30,199
claude_prompt2_ethical116_1,1,0.55,213
claude_prompt2_ethical116_2,1,0.44,211
claude_prompt2_ethical116_3,1,0.66,207
claude_prompt2_ethical116_4,1,0.53,203
claude_prompt2_ethical116_5,1,0.42,202
claude_prompt3_ethical116_1,1,0.52,214
claude_prompt3_ethical116_2,1,0.44,185
claude_prompt3_ethical116_3,1,0.58,202
claude_prompt3_ethical116_4,1,0.38,206
claude_prompt3_ethical116_5,1,0.38,202
claude_prompt4_ethical116_1,1,0.58,219
claude_prompt4_ethical116_2,1,0.55,207
claude_prompt4_ethical116_3,1,0.65,217
claude_prompt4_ethical116_4,1,0.51,204
claude_prompt4_ethical116_5,1,0.39,211
claude_prompt0_ethical117_1,1,0.57,202
claude_prompt0_ethical117_2,1,0.43,193
claude_prompt0_ethical117_3,1,0.40,207
claude_prompt0_ethical117_4,1,0.55,188
claude_prompt0_ethical117_5,1,0.27,200
claude_prompt1_ethical117_1,1,0.69,200
claude_prompt1_ethical117_2,1,0.45,197
claude_prompt1_ethical117_3,1,0.42,201
